tweet_id	var	text	topic	fuck	ass	cunt	wtf	lmfao	shit	cock	n_id
1539037875991629800	au	@JustSaying8888 How shit is that! 😂😂😂😂😂	web	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	4
1539037880038871e3	au	I love having my own shit, cause one thing ima do is walk around naked 🤷🏽‍♀️	web	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	5
1539038000482594800	au	@Veedubgrrl i remember being in high school and my art teacher told me i had a “good death glare” after i had apparently given her one lmfaooo i wasn’t even trying to 😂 so i definitely relate. although most people don’t seem to pick up on it nor care when they’re the customer 🙄	foreign	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2
1539038071286485e3	au	@vicapuppylove @peirslouise @13silverroses @rosieelbow @AITA_online I don’t know how to explain to you that you can’t just go onto someone’s property and mess shit up and expect there to be no repercussions. (Sorry I don’t have a cute graphic).	crime	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2
1539038240736481300	au	I have a whole ass list but Im starving rn 😝😝 https://t.co/2RBHeVkHEH	web	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	6
1539038439768998e3	au	@__chloeblack shit times, well i got the charge on my card so i'll take that as being successful but having to follow up on that is time i'd rather not spend	medical	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	4
1539038868908875800	au	@Chul00p4 @Atomstrawberry @MrBarbeler @redartifice @MorkaiAU @TheCracks1 @CJ_Svenson @QuizmasterJay @GorzillaAU @thedoctordanii @beeawwb @StSuperman @McGarnical @Kermitron @transient_mind @Mawtful @Tigerion @TrjnRabbit @SerNobulus @Ruffleberg @ho_tross @number30five @finishedlast @CannonFodderJnr @Serrels @sunsoar77 @ShadeofHades @NovaCascade @Klutar @WTAFBen @UnbearableDutch Fuck Garfield, kill wet socks, marry Mondays (they're my day off).	family	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2
1539038899502129200	au	@PetersenWill Foot to gas, and boot to ass! #GoAvsGo	climate	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1
1539038936692949e3	au	"Wordle 367 5/6

⬜⬜🟨⬜⬜
🟨⬜🟩⬜⬜
⬜⬜🟩🟨⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩

Whoops. Fucked that up."	immigration	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
1539039269708234800	au	Lovely cock. https://t.co/tphYOTSYPO	wishes	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	1
1539039294857543700	au	@inertiabuttocks @2madcavs @normboy562 bullshit	web	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	7
1539039465959735300	au	Did anybody else’s church when they were growing up teach that a wedding is the man’s funeral and the woman’s birth, like unironically? If so, what the fuck did that mean?	family	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3
1539039687872217e3	au	"Brothers mother: ""I'll be at his place soon. It would be nice to see you"" 

Me: ""Cant. Waiting for covid results""

Mother: ""Again?? oh well, see you next time"" 

Yeah, I feel like shit since you inquired so nicely. 

I think it's time I stepped away from these people."	medical	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	5
1539039750044131300	au	@CommuneQueen Your support is always appreciated. You are my strongest flowllower (It's flower and follower put together. My high ass is very impressed with myself.)	education	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	3
1539039914796281900	au	The flag ment shit until John Howard started to play nationalist politics. What good does it represent? Colonialism? Dying for Empire? Duopolies? White Australia policy? Rigged 2-party system? I can't think of one thing to be proud of specific to the concept of nation.	military	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2
1539040023927853e3	au	@newsmax Yes, but don't put yoursellf through that shit again.	web	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	8
1539040450668990500	au	"Wtf is wrong with you @AdamBandt! How un-Australian are you? 

https://t.co/oNWFFXbvnr"	foreign	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	3
1539040535910002700	au	I’m not leaving NO BALL in NO MAN’S court when it comes to getting exactly what I want. I like massages at The Four Seasons. Peonies and tulips are my go-to flowers. Sephora & Home Sense are my church. A French 75 is my cocktail. I ain’t getting disappointed, here you go boo.	climate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	2
1539040740839653400	au	@TenTen555555 @zeus71stav @aristotle1974 Fucking scallops.	crime	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3
1539040764939980800	au	this spider-man: lotus shit is crazy https://t.co/VJF6wt17Sp	web	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9
1539040998827110400	au	@aristotle1974 @zeus71stav @TenTen555555 I bowl really fucking well.	employment	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
1539041278146617300	au	@spotted_menace Pizza fucking pizza	climate	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3
1539041296458731500	au	Like you’re a psychologist lmfaooooo. She was forced into therapy and put on drugs. Her family stole from her and treated her like shit. But a basic girl like you can say but her back into that. 🥴🫠 https://t.co/aZmGRgjQOv	web	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	10
1539041588382670800	au	Yo @oztix! I was charged for my #GoodThingsFestival tickets, but the transaction timed out and I got no confirmation. What the fuck?	tech	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1
1539041704489193500	au	@GovRonDeSantis Talk about pandering to a base.  This guy doesn't give a shit about you, he only cares about himself, his own agenda and your compliance is a necessary byproduct of that agenda.	military	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3
15390420780003e5	au	Holy shit look at that thick cock https://t.co/dCgHWa5APt	other	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	3
1539042102830833700	au	@nookienooo WTF ‼️ Is this a WAR Ukraine V Russia or Zelenskyy & A-List Celebrities STROKING EGOS❓Were fed  what's going on is horrific, i'm sure it is ‼️But ZELENSKYY has time to entertain & meet THE A LIST ELITE‼️WTF REALLY❓❓WHAT ABOUT UKRAINE PEOPLE, THEY NEED REAL HELP NOT A LIST 😠😠	military	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	4
1539042122958983200	au	This is exactly what @SkyNews & @RebelNewsOnline don’t accept as being a product of their views. Giving a platform & a voice to inaccurate opinions will eventually unite the extremists #fuckoffrebelnews #fuckmurdoch https://t.co/EovuKH0Cax	military	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	5
1539042157670985700	au	The GOOD NEWS with me getting a PC is I won't be naked quite so often while working.... so I will be a shit tonne less adverse to zoom... and it should be able to actually handle zoom meetings unlike the laptop.....	tech	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2
153904220387541e4	au	"@TG22110 @embur678 We are in The Purge now.
WTF is Eric Trump doing on my porch?!? https://t.co/dTcLyHhIGt"	immigration	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	2
1539042269029728300	au	"@ichudov Nearly going nuts trying to work out WTF  LGBTJB+(whatever) means.

Am studying some of your references."	medical	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	6
1539042461544173600	au	I’m so sick of coming onto this app and seeing people talk negative about Britney. If you don’t have anything nice to say then shut you’re fucking mouth.	crime	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4
1539042549511475200	au	@kaboozey @LilithLovelight Sweaty cocks are always the best!	family	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	4
1539042722455199700	au	@BokuNoY0w0 @PlatinumKopium YOU A HORSEFUCKER ⁉️	employment	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2
1539042767988473900	au	@Miller_is_jaded @MidasLeKing_ @Chescht @DestinLegarie I own both consoles and play both games. Can you say the same? I know wtf I’m talking about💯	family	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	5
1539042925279006700	au	Boooo Carmella you Are shit Bianca will win at #MITB #WWERaw	sports	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2
1539042935861543e3	au	@stillgray @JudyHinchcliffe Wtf	immigration	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	3
1539043114475655200	au	@ClarkeW24578719 He fucked off to Hawaii that one time	medical	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7
1539043322307969e3	au	"@k57_ali @StuddertNatalie @colonelhogans 2 
""do you know what that means???"" 

That's a gratuitous fucking insult of course I do. My understanding and education is ongoing. Is yours?"	education	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4
1539043816690581500	au	@ColonelPuppy It’s rare that I say I fucked up on here. Take it in.	foreign	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4
1539043941659857e3	au	"@Laughatsaltyge1 @theluckylance They deserve everything they get.
Shit for brains needs a lobotomy"	foreign	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	5
1539043943882494e3	au	I met someone who didn't look anything like their dating profile, and it turns out their pictures are 10-12 years old. I can understand having a few old pics, but not every single one, and not 10+ years old?? The fuck	medical	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8
1539044332623511600	au	some comms even just to acknowledge the absolute clusterfuck that is your presale would be appreciated right about now @GoodThingsFest @oztix	tech	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3
1539044349874405400	au	and fuck los angeles california	climate	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4
1539044401376280600	au	"@the_brito_ @LrdSeitan @Wyrrun @Endernaxx @tyberius_d It takes months to get that shit out of your bloodstream bud.

Unhealthy foods stay with you for MONTHS they don't go away when you shit them out. You absorb what's inside what you eat."	climate	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	5
1539044791568085e3	au	@ajamesbragg The age of negative politics is over - people don’t believe that shit anymore! Now piss off and come back when you have something positive or constructive to offer!	crime	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	5
1539044980534046700	au	@jonkudelka @YOKYOKbeers Thoughts and fucking prayers.	wishes	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2
1539045102525599700	au	"@Jessica__CiCi @Breanna34652334 @ClaraJeffery Indeed we should. You seem to be a prime candidate for being put in the gulag first as you clearly have no fucking idea what the word fascist means.

Hint: You are the fascist..."	crime	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6
1539045132422488e3	au	@onlythe_fenyx LMFAO YEA I DO THAT ALL THE TIME 😭	medical	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9
1539045191360946200	au	@jojoleigh0600 Well shit I can teach you from my far by the time I’m done you’ll be Definitely doing numbers	foreign	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	6
1539045407153848300	au	Fuck it. I’m going to see Arctic Monkeys alone in the Domain. Doing something I intended to do last time they toured but no one would go with me because they hated the last album. And my husband just hates them 😂.	medical	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	10
1539045606832107500	au	@CalltoActivism Considering? WTF.	immigration	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	4
1539045757252141e3	au	"@wcyoungIII @SeaBass4America @StephenM He didnt try to change the results
he tried to preserve the legal results
WE ALL WATCHED BIDEN STEAL IT
and we were all better off in 2019
so gtfo with the con man shit"	politics	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	4
1539045863946743800	au	@santiagomayer_ John Fugelsang calls it WTF fatigue.	other	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	4
1.5390459970198241e+18	au	@ClaudiaBrown100 Yet if a woman used this logic to reject an older man he'd undoubtedly crack the shits and go on a misogynistic tirade about how she's wrong (among other things undoubtedly) 🙄 they just want to weakly justify their obsessive attraction with barely legal women.	crime	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	7
1539046115433234400	au	@RonFilipkowski Bull shit he is a hypocrite	other	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	5
1539046194483445800	au	"@robwade91225 @gjgray16 @Ghostwalkes @SkyNewsAust CHRIS BOWEN 🥭 🥭 🥭 
IS AS DUMB AS DOGSHIT ONLY MUCH X MUCH DUMBER 🐕"	sports	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3
1539046307200761900	au	@babywantstoride Your cock is the biggest on the planet 😍	military	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	6
1539046519973847e3	au	@say_plugh @atdanwhite LMFAO Not nickelback 😭	media	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1
1539046747879506e3	au	Wtf 🤨 sorry America. Your democracy is dead 🤷🏽‍♀️ https://t.co/cx9IuIsDZv	politics	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	5
1539046828511047700	au	@thebiglong9 @respeculator Yea, I totally get that, but the shitshow runs on a lag...and the last thing you wanna see is a divided right. Desantis needs to come in after the shitshow he didn't cause runs its course...People pushing for him preempitely are short sighted.	politics	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	6
1539046846718681e3	au	@pickle2401 Nic off the cunt, picks	crime	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	8
1539046957330870300	au	So sick of this utter bullshit https://t.co/eTTxt8O2oP	crime	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9
1539046991845793800	au	"@k57_ali @StuddertNatalie @colonelhogans Yeah Cookers use of that is sad.

Silly fucks do not even know what it means.

They wear MAGA hats and Trump flags.

And they are ""patriots""?"	politics	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7
1539046996492836900	au	@thebiglong9 @respeculator No one man can FIX anything rn...it's way too fucked up. Save peeps like him to pickup the pieces, not become scape goats of lagging indicators.	employment	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3
1539047186037903400	au	@indiesleazebag Exchange fucks	employment	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4
1539047364786536400	au	@BobNew8 @Hammyhamster10 Totally agree but I'm not sure this Senate will be like that. 12 Greens and David Pocock will hold the balance of power - well - unless Labor and the LNP work together I guess.	foreign	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	7
1539047484139479e3	au	*my bi ass* taika waititi i hope u can fight https://t.co/I6iZ3zwWjY https://t.co/CXLVGoY3oE	family	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	6
1539047510433738800	au	"@randlight “Mistakes”⁉️⁉️
Bullshit SMH
Perrottet knows what he is doing"	employment	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	5
1539047953909919700	au	@drfronkensteeen 🤣🤣 i can even think of a follow up for this lmfao	foreign	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	8
1539048015792685e3	au	@Coopdaloop23 @IsaacS19T @SWTheory66 Look I'm loving Kenobi but like you can't even acknowledge the dumb shit they did? Like why is a hanger built wide enough only for small children to work on? Why does the strom troopers and rebels miss shot point blank range? (Even worse than OG) like basic shit man.	education	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	5
1539048307607339e3	au	@freethought202 Lib or ALP can't do shit about fuel prices, aside from a few fluffy things around the edges.  Blaming them a month in is BS. I'm not defending the ALP, can't stand em. Cutting the excise screws the budget, so your bowser cuts means other taxes must go up.  hardly a good policy	employment	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	6
1539048320517255200	au	@CBSNews Same bull shit he did say in Indiana  hypocrite	crime	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	10
1539048582531063800	au	"In Chernivtsi, in southwestern Ukraine, a drunken man brutally killed a peacock for a spectacular video.

The flayer is being sought by police and volunteers.

Bad News 18+
___________ https://t.co/5hS9qMyZCX"	politics	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	8
1539048599832899600	au	@RCCSSocial Appreciate the rating - I’d fuck me https://t.co/HPpG77D3EP	wishes	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3
1539048780762206200	au	@resendes75 @MaceAhWindu @SWTheory66 that’s crazy cause he’s invited to official events and theory is blacklisted LMFAOOOOOO	tech	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	4
1539048793383252e3	au	@3AW693 That imbecile Thorpe is an embarrassment to Australia and to the Aboriginal race. She continues to talk shit every time she opens her big outrageous mouth she’s a filthy foul mouth buffoon.	politics	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9
1539049055946707e3	au	Chick in the line in a Herald Sun lanyard being a rude ass bitch	other	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	6
1539049622173151200	au	@Tedsquare23 I’ve become more progressive as I’ve aged, yee fucken ha	military	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7
1539049863350210600	au	@duceington @earthma23 @kylielclark @DrVicFielding Those cocktails look delish... Pity I'm in Hobart!	climate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	6
1539050301252321300	au	@Leichhardt12 @CroweDM @PatsKarvelas Exactly always after the event like Samantha Maiden highlighting Dutton 's shortcomings and hypocrisy and now Crowe with his shock at Morrison not delivering on a promise over 3 f**king years it's been going on WTF!	foreign	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	9
1539050587786219500	au	@NinetyF85719218 @slamup The way popular Western literature & popular Western folklore almost always uses an older ‘ugly’ woman as the female villain & is ageist and sexist as fuck. It contributes to the disempowerment, fear of ageing & poor self esteem felt by many women.	military	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8
1539050623647228e3	au	OMG!!!  Multiple orgasms!!! You talk about a stress reliever!!! Fuckkkk!!!	family	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7
1539050631167905800	au	"@colonelhogans The media fucken love controversy.

Eyeballs. Dollars.

They promote the egregious unAustralian ideas Avi says he has."	other	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7
1539050759639076900	au	"The Reserve bank governor says that Australia has the highest terms of trade since the 1850's gold rush days. 
The real question is,  WTF is all that money going ???
I'll give you 2 answers,  into the pockets of the already rich and offshore into the overseas shareholders #auspol"	employment	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	7
1539050973535948800	au	@haloofthoughts Yes remove your star dps player of the last 2 years and not fucking rio	sports	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4
1539051101340803e3	au	Be careful with that opinion, you might make the homies mad lmfao 😆 https://t.co/jY25hE1ZkK	foreign	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10
1539051170781507600	au	@JaneCaro Perrottet’s idiotic suggestions have now been picked up by RWNJs in the NZ media, and they’re pushing it hard. For the love of God, NSW, vote this piece of shite out as soon as you can!	employment	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	8
1539051246362824700	au	@WWE @BiancaBelairWWE @RheaRipley_WWE My aussie girl would've wooped your ass so much for the women's decision being fair if the champion doesn't like something then obviously she got her way to get rid of a serious competitor https://t.co/31XJQfVJIW	sports	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	5
1539051838406033400	au	@jonkudelka Tell that the Muslims in China or Rwanda what a stupid ass thing to say. Christians aren’t being genocided. Sheridan is a moron.	military	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	9
1539052050788630500	au	beyoncé wants to be charli xcx so bad with that used to know me ass beat…. 😭😭😭😭😭😭	media	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	2
1539052051593822200	au	absolutely everyone in the show is fucking hot https://t.co/hAPnUBukZF	wishes	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4
1539052191746609200	au	Really feeling the heartbreak today, fuck man	wishes	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	5
1539052302044041200	au	"@Anthony61318042 #Amber certainly is the full package!
-Abuser🤮
-False accuser🤮
-Wicked liar🤮
-Manipulative🤮
-Self serving🤮
-User🤮
-Fake, disingenuos🤮
-Unrepenting🤮
-Selfish🤮
-No moral compass🤮
-Mentally unwell🤕
Thats one crazy ass box of chocolates!😵‍💫"	politics	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	10
1539052399306100700	au	Navigating the shitfuckery & endless rabbit hole of pricing plans for electricity+solar+tariffs, feed-in-tariffs etc & it's a complete nightmare. It's almost like companies such as @AGLEnergy deliberately make it impossible to understand. #energy #EnergyCrisis	employment	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9
1539052465492205600	au	@mfoale73 Maybe this Cunt shouldn’t take the tax payer money that people that identify with the flag provide?	employment	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	10
1.5390526130433761e+18	au	"@Mw_ottawa @Claire_Lee Not really…

I was a bit of an ass in school when I was a kid. Once I learned how to calculate averages and gpa, I would simply use this knowledge to figure out how to do the least possible work to ge the greatest possible result."	education	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	6
1539052812956766200	au	Is it double standards? I believe so. Any of the videos those girls put up on their holiday drunk off their ass, if they were mens team players, would’ve been shared by all media outlets.	sports	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	6
153905314056124e4	au	@GenIsSolo I hate going to the city and usually train it in from outskirts if I have an appointment in there But I must say Sydney cab drivers scare the shit out of me.	climate	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	7
1539053365052997600	au	"@SusanLa69642683 @colonelhogans Indeed. But vigilance is required.

The ALP (in Victoria):
No container deposit scheme
Logging native forests
Horses/cattle in the Alps
Alcoa subsidy/coal usage
Fracking desires

The ALP are not adverse to sweeping major shit under the carpet"	climate	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	8
1539053564336775200	au	@DailyMirror I don't give a duck about them . This man trying to crucify Megan makes me sick . It's all bullshit . Still pandering to Megan's black history trying to make her bad . Sick of it . I don't buy what they are pushing .	family	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	8
1539053939156713500	au	@kyloryaaan omg... same except im only $800 down so far... wtf @GoodThingsFest @oztix	immigration	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	5
1539054036112093200	au	Fuck not duck https://t.co/1jw9SOlox0	other	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8
1539054193117364200	au	YouTube has saved my ass! Now I know hove to fix a hole in a hollow door and walls as well as change carpet and match paint and linoleum 😅 (I have a dog with anxiety) https://t.co/cLelH8oXmG	other	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	9
1539054196447662e3	au	I’d watch a whole ass episode of just Ben sneaking around dropping off presents at the Lars homestead and the Royal Palace of Alderaan, in case they’re thinking of making more Kenobi	media	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	3
1539054254790520800	au	@BeatTheCult No fucking way ever . Not ever .	family	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	9
1539054312818622500	au	"Oh my fuck. I changed phones and now I have the dislike button. 

Hahaha okay."	immigration	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6
